Name,Roll Number,Batch,Program,Course ID 1,Course 1,Course ID 2,Course 2,Customised Course ID,Customised Course
Dua Siddiqui,CT-24279772,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-562,Machine Learning,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Ahmed,CT-25279773,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-511,Information System Development Methodologies,CT-494,Introduction to Databases
Amna Raza,CT-25279774,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-590,Data Visualization,,
Zain Shah,CT-24279775,2024,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-562,Machine Learning,CT-494,Introduction to Databases
Maryam Khan,CT-25279776,2025,MS in Data Science,CT-528,Advance Database Techniques,CT-562,Machine Learning,,
Mubashir Siddiqui,CT-24279777,2024,MS in Information Security,CT-542,Information Security Management,CT-554,Ethical Hacking,,
Ali Shah,CT-25279778,2025,MS in Data Science,CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,CT-492,Object Oriented Programming
Hussain Ahmed,CT-24279779,2024,MS in Data Science,CT-530,Data Mining,CT-559,Artificial Neural Networks,CT-492,Object Oriented Programming
Zain Mir,CT-25279780,2025,MS in Data Science,CT-527,Image processing & Computer Vision,CT-581,Statistics & Probability for Data Science,,
Usman Khan,CT-24279781,2024,MS in Data Science,CT-530,Data Mining,CT-559,Artificial Neural Networks,CT-492,Object Oriented Programming
Hussain Ahmed,CT-25279782,2025,MS in Data Science,CT-528,Advance Database Techniques,CT-562,Machine Learning,,
Dua Shah,CT-24279783,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-5007,Web GIS,CT-495,Fundamentals of Remote Sensing and GIS
Zohaib Ahmed,CT-25279784,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-581,Statistics & Probability for Data Science,,
Ahmed Ahmed,CT-24279785,2024,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5011,GIS for Emergency Management,CT-494,Introduction to Databases
Ahmed Siddiqui,CT-25279786,2025,MS in Data Science,CT-530,Data Mining,CT-524,Knowledge Based System,CT-492,Object Oriented Programming
Dua Ahmed,CT-25279787,2025,MS in Information Security,CT-554,Ethical Hacking,CT-555,Cloud Security,CT-494,Introduction to Databases
Hassan Raza,CT-24279788,2024,MS in Data Science,CT-562,Machine Learning,CT-530,Data Mining,CT-492,Object Oriented Programming
Ali Siddiqui,CT-25279789,2025,MS in Information Security,CT-554,Ethical Hacking,CT-551,Fault Tolerance and Reliability,CT-493,Data Structure and Algorithm Design
Zohaib Raza,CT-24279790,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-562,Machine Learning,CT-494,Introduction to Databases
Hamza Mir,CT-25279791,2025,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-552,Quantum Cryptography,,
Dua Raza,CT-24279792,2024,MS in Information Security,CT-544,Cyber Crimes and Security,CT-553,Emerging Trends in Information Security 3,,
Amna Khan,CT-25279793,2025,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-513,Quality Information System,CT-494,Introduction to Databases
Zohaib Ahmed,CT-24279794,2024,MS in Data Science,CT-524,Knowledge Based System,CT-559,Artificial Neural Networks,CT-492,Object Oriented Programming
Ali Shah,CT-25279795,2025,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-526,Logic Programming,,
Mubashir Khan,CT-24279796,2024,MS in Information Security,CT-554,Ethical Hacking,CT-509,Distributed Systems,,
Ali Butt,CT-25279797,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-507,Wireless and Mobile Communication Networks,CT-493,Data Structure and Algorithm Design
Usman Raza,CT-25279798,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-575,Cryptography,,
Zain Khan,CT-24279799,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-526,Logic Programming,,
